,Date,Close,Source,Tweet,First Date,Retweets,Favorites,SA
150,20170213 1558,2325.0,Twitter for iPhone,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. https://t.co/bFAHPRXHdP,2017-02-13 15:53:08,11763,74360,0
151,20170214 0302,2324.0,Twitter for iPhone,Congratulations Treasury Secretary Steven Mnuchin! #ICYMI- watch here: https://t.co/RPsmw4yD7y https://t.co/K8tWLlXiYK,2017-02-14 02:57:05,10918,63937,0
152,20170214 1433,2333.0,Twitter for Android,The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,2017-02-14 14:28:54,26588,111318,1
153,20170215 1145,2337.25,Twitter for Android,The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC &amp; @CNN are unwatchable. @foxandfriends is great!,2017-02-15 11:40:32,25838,104434,-1
154,20170215 1213,2338.5,Twitter for Android,This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,2017-02-15 12:08:12,27541,117900,0
155,20170215 1224,2339.5,Twitter for Android,Information is being illegally given to the failing @nytimes &amp; @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia,2017-02-15 12:19:18,21143,80376,-1
156,20170215 1233,2339.75,Twitter for Android,"Thank you to Eli Lake of The Bloomberg View - ""The NSA &amp; FBI...should not interfere in our politics...and is"" Very serious situation for USA",2017-02-15 12:28:37,16346,77692,-1
157,20170215 1247,2340.75,Twitter for Android,Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,2017-02-15 12:42:20,25351,100698,1
158,20170215 1318,2341.0,Twitter for Android,"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!",2017-02-15 13:13:10,31903,128448,-1
159,20170215 1639,2351.0,Twitter for iPhone,Great listening session with CEO's of the Retail Industry Leaders Association this morning! https://t.co/sy6xJcWfcF,2017-02-15 16:34:27,10692,66081,1
160,20170215 1950,2348.0,Twitter for iPhone,Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport!Tickets:… https://t.co/OigfXFECPp,2017-02-15 19:45:16,17852,72138,0
161,20170215 2139,2347.75,Twitter for iPhone,Aetna CEO: Obamacare in 'Death Spiral' #RepealAndReplace https://t.co/dmHL7xIEQv,2017-02-15 21:34:05,14576,58732,0
162,20170216 1139,2340.75,Twitter for Android,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!,2017-02-16 11:34:46,23643,127764,1
163,20170216 1203,2342.25,Twitter for Android,Leaking and even illegal classified leaking has been a big problem in Washington for years. Failing @nytimes (and others) must apologize!,2017-02-16 11:58:43,17274,89827,-1
164,20170216 1207,2341.25,Twitter for Android,The spotlight has finally been put on the low-life leakers! They will be caught!,2017-02-16 12:02:59,25247,126205,0
165,20170216 1415,2341.5,Twitter for Android,"FAKE NEWS media which makes up stories and ""sources"" is far more effective than the discredited Democrats - but they are fading fast!",2017-02-16 14:10:49,19854,99214,1
166,20170216 1444,2340.75,Twitter for Android,The Democrats had to come up with a story as to why they lost the election and so badly (306) so they made up a story - RUSSIA. Fake news!,2017-02-16 14:39:52,27003,121137,-1
167,20170217 1018,2342.5,Twitter for Android,Despite the long delays by the Democrats in finally approving Dr. Tom Price the repeal and replacement of ObamaCare is moving fast!,2017-02-17 10:13:32,17252,102948,1
168,20170217 1143,2340.0,Twitter for Android,Going to Charleston South Carolina in order to spend time with Boeing and talk jobs! Look forward to it.,2017-02-17 11:38:20,14334,99095,0
169,20170217 1148,2340.25,Twitter for Android,Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!,2017-02-17 11:43:10,26347,150763,1
170,20170217 1321,2340.75,Twitter for iPhone,General Keith Kellogg who I have known for a long time is very much in play for NSA - as are three others.,2017-02-17 13:16:22,10955,69643,1
171,20170217 1539,2345.25,Twitter for iPhone,Join me at 11:00am:Watch here: https://t.co/veqKmsGAwf https://t.co/UzndIjIqjM,2017-02-17 15:34:14,9912,56533,0
172,20170226 2018,2364.25,Twitter for Android,Big dinner with Governors tonight at White House. Much to be discussed including healthcare.,2017-02-26 20:13:52,15716,105941,1
173,20170301 1343,2395.75,Twitter for Android,THANK YOU!,2017-03-01 13:38:44,27371,183969,0
174,20170302 1105,2386.25,Twitter for Android,Since November 8th Election Day the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!,2017-03-02 11:00:41,37270,175684,1
175,20170303 0243,2375.25,Twitter for Android,"...is all of the illegal leaks of classified and other information. It is a total ""witch hunt!""",2017-03-03 02:38:48,18089,93134,-1
176,20170303 1205,2377.5,Twitter for Android,Nick Adams new book Green Card Warrior is a must read. The merit-based system is the way to go. Canada Australia! @foxandfriends,2017-03-03 12:00:39,13812,66624,-1
177,20170303 1646,2380.25,Twitter for iPhone,Weekly AddressJoin me here: https://t.co/SEavQK5zy5 https://t.co/EnyXYeqgcp,2017-03-03 16:41:55,10173,53969,0
178,20170306 2124,2373.25,Twitter for iPhone,'President Trump Congratulates Exxon Mobil for Job-Creating Investment Program'https://t.co/adBzWhtq8S,2017-03-06 21:19:04,12846,70675,0
179,20170307 0354,2373.25,Twitter for iPhone,Buy American &amp; hire American are the principles at the core of my agenda which is: JOBS JOBS JOBS! Thank you @exxonmobil.,2017-03-07 03:49:54,16192,87209,0
180,20170307 0355,2373.0,Twitter for iPhone,Thank you to @exxonmobil for your $20 billion investment that is creating more than 45000 manufacturing &amp; construction jobs in the USA!,2017-03-07 03:50:49,19379,99441,1
181,20170307 1209,2368.5,Twitter for Android,122 vicious prisoners released by the Obama Administration from Gitmo have returned to the battlefield. Just another terrible decision!,2017-03-07 12:04:13,22911,92823,-1
182,20170307 1218,2367.75,Twitter for Android,Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!,2017-03-07 12:13:59,15068,81473,1
183,20170307 1318,2371.5,Twitter for Android,"For eight years Russia ""ran over"" President Obama got stronger and stronger picked-off Crimea and added missiles. Weak! @foxandfriends",2017-03-07 13:13:20,17573,78880,-1
184,20170307 1346,2369.25,Twitter for Android,Don't worry getting rid of state lines which will promote competition will be in phase 2 &amp; 3 of healthcare rollout. @foxandfriends,2017-03-07 13:41:58,16405,82197,0
185,20170307 1351,2368.75,Twitter for Android,I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!,2017-03-07 13:46:28,23777,124413,-1
186,20170307 1419,2370.0,Twitter for Android,Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great and getting major things done!,2017-03-07 14:14:03,25982,121937,1
187,20170308 0019,2362.0,Twitter for iPhone,I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!,2017-03-08 00:14:30,15496,81422,1
188,20170308 1117,2370.5,Twitter for iPhone,I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.,2017-03-08 11:12:39,23139,120999,1
189,20170308 1118,2370.0,Twitter for iPhone,On International Women's Day join me in honoring the critical role of women here in America &amp; around the world.,2017-03-08 11:13:44,21689,115070,0
190,20170308 1216,2367.5,Twitter for Android,LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015,2017-03-08 12:11:25,15769,84906,0
191,20170308 2359,2363.25,Twitter for iPhone,Great news. We are only just beginning. Together we are going to #MAGA! https://t.co/BSp685Q9Qf https://t.co/K7yeBZsf6r,2017-03-08 23:54:16,21965,89867,1
192,20170309 1318,2365.75,Twitter for iPhone,RT @foxnation: .@realDonaldTrump's First Full Month in Office Sees Biggest Jobs Gain 'In Years': Report: https://t.co/rx4bgI1MWK,2017-03-09 13:13:54,12324,0,1
193,20170310 1337,2364.75,Twitter for iPhone,"RT @foxandfriends: ""Never give up....that's the worst thing you could do. There's always a chance."" -Kyle Coddington's message to those als…",2017-03-10 13:32:05,9419,0,-1
194,20170310 1350,2366.25,Twitter for iPhone,RT @DRUDGE_REPORT: GREAT AGAIN:  +235000 https://t.co/GkockGNdtC,2017-03-10 13:45:02,7724,0,1
195,20170310 1545,2371.0,Twitter for iPhone,Weekly Address - 11:00 A.M. at the @WhiteHouse! #MAGA🇺🇸➡️https://t.co/YSaPJnSX2i https://t.co/Gb8iTGzb6j,2017-03-10 15:40:53,8650,42988,0
196,20170313 1257,2371.5,Twitter for iPhone,It is amazing how rude much of the media is to my very hard working representatives. Be nice you will do much better!,2017-03-13 12:52:29,19556,100557,1
197,20170313 1316,2371.25,Twitter for iPhone,ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet by far! Republicans will come together and save the day.,2017-03-13 13:11:17,10454,58300,-1
198,20170313 2102,2373.0,Twitter for iPhone,Proud to welcome our great Cabinet this afternoon for our first meeting. Unfortunately 4 seats were empty because S… https://t.co/bMYph832hF,2017-03-13 20:57:02,15791,71930,1
199,20170314 1505,2364.75,Twitter for iPhone,JOBS JOBS JOBS! https://t.co/wAkQMKdPXA,2017-03-14 15:00:25,24676,99054,0
200,20170315 1100,2372.25,Twitter for iPhone,"Does anybody really believe that a reporter who nobody ever heard of ""went to his mailbox"" and found my tax returns? @NBCNews  FAKE NEWS!",2017-03-15 10:55:30,25824,102694,-1
201,20170315 1107,2372.25,Twitter for iPhone,Can you imagine what the outcry would be if @SnoopDogg failing career and all had aimed and fired the gun at President Obama? Jail time!,2017-03-15 11:02:40,40630,127012,-1
202,20170315 1118,2372.75,Twitter for iPhone,Will be going to Detroit Michigan (love) today for a big meeting on bringing back car production to State &amp; U.S. Already happening!,2017-03-15 11:13:58,14913,89398,1
203,20170315 1134,2374.0,Twitter for iPhone,Looking forward to a big rally in Nashville Tennessee tonight. Big crowd of great people expected. Will be fun!,2017-03-15 11:29:05,14352,84918,1
204,20170315 1219,2374.0,Twitter for iPhone,CEO's most optimistic since 2009. It will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut!,2017-03-15 12:14:20,14336,80595,1
205,20170315 2100,2385.25,Twitter for iPhone,I will be interviewed by @TuckerCarlson tonight at 9:00 P.M. on @FoxNews. Enjoy!,2017-03-15 20:55:52,9500,59957,1
206,20170315 2330,2387.5,Twitter for iPhone,Thank you Andrew Jackson! #POTUS7 #USA🇺🇸 https://t.co/GToWsWXiNv,2017-03-15 23:25:25,13334,66816,0
207,20170316 0008,2387.5,Twitter for iPhone,In Nashville Tennessee! Lets MAKE AMERICA GREAT AGAIN! https://t.co/m5UR4vv6UH,2017-03-16 00:03:23,16683,86434,1
208,20170316 0425,2390.0,Twitter for iPhone,Thank you Nashville Tennessee! https://t.co/6snvQ0DzXN,2017-03-16 04:20:41,15166,80319,0
209,20170316 1557,2380.0,Twitter for iPhone,A budget that puts #AmericaFirst must make safety its no. 1 priority—without safety there can be no prosperity: https://t.co/9lxx1iQo7m,2017-03-16 15:52:22,14546,68627,0
210,20170317 0940,2377.75,Twitter for iPhone,"RT @DiamondandSilk: When the President says ""You're Fired""     That means: ""Pack Yo Stuff and Go Not Say ""You Refuse to Go!  #DrainTheSwam…",2017-03-17 09:35:58,10854,0,0
211,20170317 1217,2377.5,Twitter for iPhone,Happy Lá Fheile Phadraig to all of my great Irish friends!,2017-03-17 12:12:04,12118,68486,1
212,20170317 1225,2377.5,Twitter for iPhone,RT @FoxNews: Jobs created in February. https://t.co/sOaMDxxTA8,2017-03-17 12:20:22,7649,0,0
213,20170317 1235,2377.5,Twitter for iPhone,RT @foxandfriends: VIDEO: Rep. Scalise — GOP agrees on over 85 percent of health care bill https://t.co/05dtfjAUbx,2017-03-17 12:30:25,3436,0,0
214,20170317 1239,2377.5,Twitter for iPhone,RT @foxandfriends: FOX NEWS ALERT: Jihadis using religious visa to enter US experts warn (via @FoxFriendsFirst) https://t.co/pwXeR9OMQC,2017-03-17 12:34:17,11472,0,0
215,20170317 1312,2377.75,Twitter for iPhone,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",2017-03-17 13:07:15,20995,89407,-1
216,20170317 1412,2381.25,Twitter for iPhone,The President Changed. So Has Small Businesses' Confidencehttps://t.co/daTGjPmYeJ,2017-03-17 14:07:26,11473,51602,-1
217,20170317 1544,2376.0,Twitter for iPhone,Great meeting with the @RepublicanStudy Committee this morning at the @WhiteHouse! https://t.co/8Y2UoHoYaY,2017-03-17 15:39:10,8244,46668,1
218,20170320 1040,2374.0,Twitter for iPhone,James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!,2017-03-20 10:35:28,17306,71349,-1
219,20170320 1054,2374.5,Twitter for iPhone,The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College &amp; lost!,2017-03-20 10:49:48,20285,88161,-1
